 date, retweets, favorites, text, location, language
6/12/2017 20:20,0,1,"In 2014, the #UnitedStates produced 35% of the #world’s #corn. http://briandcolwell.com/2017/04/a-giant-sized-history-of-corn/.html … #agribusiness #agriculture #grains #commodities $corn",,en
6/12/2017 16:17,0,1,$CORN https://twitter.com/MatthewPot/status/874359692746797056 …,,en
6/12/2017 14:34,0,0,Wheat Supply/Demand Update $CORN $SOYB $WEAThttps://goo.gl/dR5n07 ,,en
6/12/2017 14:28,0,1,$CORN July corn settled $0.11 lower (-2.8%) at $3.77/bushel https://etfdailynews.com/etf-news/corn-july-corn-settled-0-11-lower-2-8-at-3-77bushel/ …,,en
6/12/2017 14:27,0,0,$CORN July corn settled $0.11 lower (-2.8%) at $3.77/bushel https://stocknews.com/news/corn-july-corn-settled-0-11-lower-2-8-at-3-77bushel/ …,,en
6/12/2017 10:37,0,0,http://smq.tc/1VvJJhE   This stock trader is in it 2 win it - he wants U right along with him *FREE TRIAL* !! $EGLE $AIMT $CORN,,en
6/12/2017 10:00,0,1,"#LiveCattle swoosh $LE, $Corn down a few bushels $ZC",,en
6/12/2017 9:32,0,0,$GLD $UGLD $DGLD $PPLT $SLV $USLV $DSLV $JJC $USO $UWT $DWT $JO $CORN $NIB $UNG Real Time Commodities Futures Prices https://www.investing.com/commodities/real-time-futures …pic.twitter.com/dGy7gKKM0Q,,en
6/12/2017 8:55,0,0,"Always charts worth considering.  $POT, $CORN, $MOS just starting to break up off lows. Very unloved for a long time.",,en
6/12/2017 5:28,0,1,"Grain ETN $JJG gained 1.11 (4.08%) last week, regained 20-dMA; S/T momentum indicators are trending up. $WEAT $CORN pic.twitter.com/xaLtsblsrF",,en
6/12/2017 2:02,0,0,c. 800 – 900CE: #Corn became a staple #crop in the Eastern #US. http://briandcolwell.com/2017/04/a-giant-sized-history-of-corn/.html … #grains #agriculture #agri #culture #history $corn,,en
6/11/2017 23:26,19,10,"NEW Blog:  ""U.S. Corn Futures Weekly Outlook: Rally On or Bull Trap?"" - https://www.seeitmarket.com/u-s-corn-futures-weekly-outlook-rally-bull-trap-16958/ …  by @MarcusLudtke $CORN $ZC_Fpic.twitter.com/J5rBgMFqIU",,en
6/11/2017 18:04,0,0,"RT investingbuddy ""Get Full Institutional Technical Analysis by tradingsafely1 for $Corn $ZCE >> #Commodities #Tra… https://twitter.com/i/web/status/874023541385068544 …""",,en
6/11/2017 18:03,0,0,Get Full Institutional Technical Analysis by tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>>… https://twitter.com/i/web/status/874023542425354240 …,,en
6/11/2017 18:00,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/D61G30cu5xn pic.twitter.com/8LaPwMS9Zc,,en
6/11/2017 18:00,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/D61G30cu5xn pic.twitter.com/I72C5Y1DDV,,en
6/11/2017 18:00,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/D61G30cu5xn pic.twitter.com/XHjNBngiVd,,en
6/11/2017 18:00,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/D61G30cu5xn pic.twitter.com/AgOV7VMpR8,,en
6/11/2017 18:00,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/D61G30cu5xn pic.twitter.com/8MSxrVDkK3,,en
6/11/2017 18:00,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/D61G30cu5xn pic.twitter.com/PzauTJAyT8,,en
6/11/2017 18:00,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/D61G30cu5xn pic.twitter.com/rRLqhvvFHk,,en
6/11/2017 18:00,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/D61G30cu5xn pic.twitter.com/V3Rr16HCE5,,en
6/11/2017 16:25,0,1,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/ezFi30cu4qs pic.twitter.com/DFV3NN4jdA,,en
6/11/2017 12:53,0,0,$CORN #ETF Institutional Technical Analysis by tradingsafely1 with Close Look at #Corn $ZCE #Futures >>… https://twitter.com/i/web/status/873945442228326401 …,,en
6/11/2017 12:50,0,1,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/l1Q830cu5wa pic.twitter.com/Z15lt0AqJh,,en
6/11/2017 12:50,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/l1Q830cu5wa pic.twitter.com/1jLYDaxYUL,,en
6/11/2017 12:50,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/l1Q830cu5wa pic.twitter.com/e47xfPMYAb,,en
6/11/2017 12:50,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/l1Q830cu5wa pic.twitter.com/dEmFD052Rn,,en
6/11/2017 12:50,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/l1Q830cu5wa pic.twitter.com/HdbnMe8ako,,en
6/11/2017 12:50,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/l1Q830cu5wa pic.twitter.com/1zND3QaET3,,en
6/11/2017 12:50,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/l1Q830cu5wa pic.twitter.com/VaJaqpziO6,,en
6/11/2017 12:50,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/l1Q830cu5wa pic.twitter.com/Q8b8ioUcuN,,en
6/11/2017 12:00,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/Hfxx30cu4ps pic.twitter.com/C7k3cdgSNH,,en
6/11/2017 6:48,0,0,#Commodities #Traders GET Institutional Technical Analysis by tradingsafely1 for #Corn $ZCE & $CORN #ETF >>… https://twitter.com/i/web/status/873853585733431296 …,,en
6/11/2017 6:45,1,1,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/TKnI30cu5uG pic.twitter.com/YkvrMcv4EK,,en
6/11/2017 6:45,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/TKnI30cu5uG pic.twitter.com/sKzwmIeh6f,,en
6/11/2017 6:45,1,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/TKnI30cu5uG pic.twitter.com/7SB2LOce5g,,en
6/11/2017 6:45,1,1,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/TKnI30cu5uG pic.twitter.com/SiggnoaS6s,,en
6/11/2017 6:45,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/TKnI30cu5uG pic.twitter.com/AA4Wiofm4j,,en
6/11/2017 6:45,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/TKnI30cu5uG pic.twitter.com/FLf857q8YI,,en
6/11/2017 6:45,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/TKnI30cu5uG pic.twitter.com/RZSdKtmxVh,,en
6/11/2017 6:45,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/TKnI30cu5uG pic.twitter.com/KVqA266iW9,,en
6/11/2017 2:03,0,0,#Commodities #Traders GET Institutional Technical Analysis by tradingsafely1 for #Corn $ZCE & $CORN #ETF >>… https://twitter.com/i/web/status/873781890213449729 …,,en
6/11/2017 2:03,0,0,#Commodities #Traders GET Institutional Technical Analysis by tradingsafely1 for #Corn $ZCE & $CORN #ETF >>… https://twitter.com/i/web/status/873781888770600960 …,,en
6/11/2017 2:00,0,1,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/8n0230cu4mS pic.twitter.com/uTkwkMNIU1,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/8n0230cu4mS pic.twitter.com/afVadyT3wo,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/8n0230cu4mS pic.twitter.com/9yCbdpmCqW,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/8n0230cu4mS pic.twitter.com/Kx7I3biLo3,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/8n0230cu4mS pic.twitter.com/3V9V3nXMHL,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/VqYY30cugqk pic.twitter.com/52GAZm133U,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/VqYY30cugqk pic.twitter.com/h5Yy7K5Hp6,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/VqYY30cugqk pic.twitter.com/ipEjIScYF4,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/8n0230cu4mS pic.twitter.com/rByDxHz0Jd,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/VqYY30cugqk pic.twitter.com/s97vl9m6h5,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/VqYY30cugqk pic.twitter.com/cL47Z5LaAh,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/8n0230cu4mS pic.twitter.com/q6qRmhGIOg,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/VqYY30cugqk pic.twitter.com/DCLmhObdws,,en
6/11/2017 2:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/VqYY30cugqk pic.twitter.com/QiRN4qw1eW,,en
6/11/2017 1:33,1,1,$Corn $ZCE Institutional Technical Analysis by tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >>… https://twitter.com/i/web/status/873773049799200768 …,,en
6/11/2017 1:25,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/xA1q30cu5tD pic.twitter.com/2ysFT5JsRI,,en
6/11/2017 1:25,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/xA1q30cu5tD pic.twitter.com/2vdpnWm9VH,,en
6/11/2017 1:25,0,1,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/xA1q30cu5tD pic.twitter.com/ahpIZUopFI,,en
6/11/2017 1:25,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/xA1q30cu5tD pic.twitter.com/hHYyEjobal,,en
6/11/2017 1:25,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/xA1q30cu5tD pic.twitter.com/9bO8pAFZCY,,en
6/11/2017 1:25,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/xA1q30cu5tD pic.twitter.com/Z0nPl0Xi6j,,en
6/11/2017 1:25,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/xA1q30cu5tD pic.twitter.com/ITTGvzbA2r,,en
6/11/2017 1:25,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/xA1q30cu5tD pic.twitter.com/KWE0p5xrQK,,en
6/10/2017 22:23,1,0,1878: #Iowa led the #US in #corn #production. http://briandcolwell.com/2017/04/a-giant-sized-history-of-corn/.html … $corn #agriculture #agri #grain #grains #history #agtech #agribusiness,,en
6/10/2017 22:10,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/5HVY30cu4mh pic.twitter.com/TFD6iEgyn1,,en
6/10/2017 18:18,1,0,#Corn is an essential part of #global #agribusiness. http://briandcolwell.com/2017/04/a-giant-sized-history-of-corn/.html … $corn #agtech #agriculture #agri #culture #agronomy #grains #ag,,en
6/10/2017 17:43,0,1,$CORN #ETF Institutional Technical Analysis by tradingsafely1 with Close Look at #Corn $ZCE #Futures >>… https://twitter.com/i/web/status/873656041761677312 …,,en
6/10/2017 17:40,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/zZZU30ctajj pic.twitter.com/0aNAGCmkwY,,en
6/10/2017 17:40,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/zZZU30ctajj pic.twitter.com/HrOqRm3uXC,,en
6/10/2017 17:40,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/zZZU30ctajj pic.twitter.com/MnTsVrV8Ml,,en
6/10/2017 17:40,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/zZZU30ctajj pic.twitter.com/wYewyXw9MA,,en
6/10/2017 17:40,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/zZZU30ctajj pic.twitter.com/ZNEmnPGMOj,,en
6/10/2017 17:40,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/zZZU30ctajj pic.twitter.com/DLD4W5OEH9,,en
6/10/2017 17:40,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/zZZU30ctajj pic.twitter.com/G2GizqmsFq,,en
6/10/2017 17:05,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/MHpl30csQQb pic.twitter.com/FBGRVMLkHg,,en
6/10/2017 16:17,3,1,"#Data indicates that #corn was dispersed into lower #CentralAmerica by 5,600 BCE. http://briandcolwell.com/2017/04/a-giant-sized-history-of-corn/.html … $corn #agriculture #agri #grains",,en
6/10/2017 14:15,0,0,Over the past 100 years #corn #yields have increased five-fold. http://briandcolwell.com/2017/04/a-giant-sized-history-of-corn/.html … #ag #grains #agtech #agriculture #agri #tech $corn,,en
6/10/2017 10:00,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/fMOV30csQNh pic.twitter.com/FAbXTPUYwZ,,en
6/10/2017 9:24,0,0,"RT investingbuddy ""Get Full Institutional Technical Analysis by tradingsafely1 for $Corn $ZCE >> #Commodities #Tra… https://twitter.com/i/web/status/873530211287134209 …""",,en
6/10/2017 9:21,0,0,Get Full Institutional Technical Analysis by tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>>… https://twitter.com/i/web/status/873530212985786370 …,,en
6/10/2017 9:20,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/Y9s030ctagH pic.twitter.com/SIINuMEtxn,,en
6/10/2017 9:20,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/Y9s030ctagH pic.twitter.com/2I5CK8d0RC,,en
6/10/2017 9:20,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/Y9s030ctagH pic.twitter.com/Ta6tAuruXG,,en
6/10/2017 9:20,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/Y9s030ctagH pic.twitter.com/9nFfw7m8f7,,en
6/10/2017 9:20,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/Y9s030ctagH pic.twitter.com/eW8v0ja5ay,,en
6/10/2017 9:20,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/Y9s030ctagH pic.twitter.com/4T5wakpmdR,,en
6/10/2017 9:20,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/Y9s030ctagH pic.twitter.com/n1nyOA9FY7,,en
6/10/2017 9:20,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/Y9s030ctagH pic.twitter.com/L6WM9EqY5M,,en
6/10/2017 8:08,1,1,#Popcorn is a type of #flint #corn. http://briandcolwell.com/2017/04/a-giant-sized-history-of-corn/.html … #grains #agriculture #fact #dyk #agtech #commodities #food #agribusiness $corn,,en
6/10/2017 6:33,0,0,http://smq.tc/1VvJJhE  Jason Bonds Millionaire Roadmap trading mentoring program sign up for details!! $TTWO $CORN $ANDE,,en
6/10/2017 6:07,0,0,"6,000 BCE: #Ecuador was growing #corn. http://briandcolwell.com/2017/04/a-giant-sized-history-of-corn/.html … $corn #agtech #agriculture #agri #culture #agribusiness #agronomy #grains #ag",,en
6/10/2017 5:35,0,0,Get Full Institutional Technical Analysis by @tradingsafely1 for $Corn $ZCE >> #Commodities #Trading  Help >>>> http://ow.ly/bxUY30csQKH pic.twitter.com/ZVH387H8Jt,,en
6/10/2017 2:01,0,0,#Commodities #Traders GET Institutional Technical Analysis by tradingsafely1 for #Corn $ZCE & $CORN #ETF >>… https://twitter.com/i/web/status/873416952747880449 …,,en
6/10/2017 1:50,1,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/uwan30ctadY pic.twitter.com/59UlxkJ3CZ,,en
6/10/2017 1:50,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/uwan30ctadY pic.twitter.com/PZLlV8WNq9,,en
6/10/2017 1:50,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/uwan30ctadY pic.twitter.com/mTBhWrRf7s,,en
6/10/2017 1:50,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/uwan30ctadY pic.twitter.com/y9phlv8r1M,,en
6/10/2017 1:50,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/uwan30ctadY pic.twitter.com/sVDxUiWjW9,,en
6/10/2017 1:50,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/uwan30ctadY pic.twitter.com/MkfD5IRmAx,,en
6/10/2017 1:50,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/uwan30ctadY pic.twitter.com/jMDYx2mlTu,,en
6/10/2017 1:50,0,0,#Commodities #Traders GET Institutional Technical Analysis by @tradingsafely1 for #Corn $ZCE & $CORN #ETF >> http://ow.ly/uwan30ctadY pic.twitter.com/iIdd4ZgUoX,,en
6/9/2017 23:03,0,0,Learning a winning stock trading strategy is EASY with Tim Sykes http://smq.tc/1BFjMXK  $MGPI $CORN $CAMP,,en
6/9/2017 22:50,0,0,$CORN #ETF Institutional Technical Analysis by @tradingsafely1 with Close Look at #Corn $ZCE #Futures >> http://ow.ly/Gvki30csQJ2 pic.twitter.com/XuPWrWjhqd,,en
6/9/2017 21:48,0,0,Commodities For Dummies: http://amzn.to/29CYTiJ  $CORN $OIL $USO $DWTI $UWTI $UYG $UNG,,tl
6/9/2017 20:25,0,0,"$CORN Healthy rally, targeting $438 pic.twitter.com/MOEkGuHNv6",,en
6/9/2017 20:21,0,0,$Corn $ZCE Institutional Technical Analysis by tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >>… https://twitter.com/i/web/status/873328933252587521 …,,en
6/9/2017 20:00,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/WghE30ctacl pic.twitter.com/xhVTLSMTcb,,en
6/9/2017 20:00,0,0,$Corn $ZCE Institutional Technical Analysis by @tradingsafely1 Showing Low Risk #Trading Opportunities for #Corn >> http://ow.ly/WghE30ctacl pic.twitter.com/tv2GhafA9k,,en
